VoxCeleb2ID,Reference,Publish Date
id08593,P3CnTJ873dA,2015-01-09
id08593,D63OVvHIhd4,2015-12-21
id08593,CdNcpRQGky8,2011-11-01
id08593,sTaD7l7jUEc,2011-11-02
id08593,X8G6gSSL1-Q,1800-01-01
id08593,5o973Hdf0aE,2013-12-05
id08593,Hg_4DGiFHOQ,2009-11-20
id08593,PHQrab15LAY,2011-11-02
id08593,ct8mohmSUwY,2011-06-10
id08593,SKzfnC9Qv1A,2013-06-26
id08593,1vM3JwUPivY,2016-05-02
id08593,5eD0tX0XD9E,2013-08-05
id08593,dIB-tLQqOrQ,2013-05-22
id08593,QJuvftfIyVM,2016-01-08
id08593,qTIZOpeWozM,2011-11-16
id08593,MTPAof9fkxY,2015-07-16
id08593,FQhnNe8zQqo,2013-10-24
id08593,j2mzAoEQfMA,2011-10-03
id08593,4MykIRBNHS8,2011-01-21
id08593,6u3OrpzaVwc,2017-02-03
id08593,F7pfjjO7paE,1800-01-01
id08593,jIGBzMWde_E,1800-01-01
id08593,Oe6GVAhng50,1800-01-01
id08593,rzAhnhdi0iM,1800-01-01
id08593,kZd8jzuiMqM,2011-10-28
id08593,aaADgS32xT8,2011-03-08
id08593,6E-HzcmRYnA,2009-10-15
id09053,6kN58KALABU,2016-01-22
id09053,PYo9k_xfIJY,2015-08-31
id09053,W9pkISQyX-I,1800-01-01
id09053,95JNOKT-Y6w,2016-07-08
id09053,uy8JGVLg8ks,2017-01-27
id09053,TNrNToOyol4,2016-09-06
id09053,EhQyggwTnQ0,2015-12-15
id09053,g-OSDFC5TlY,2017-05-05
id09053,CRU7Q7DxLD0,2015-08-11
id09053,tmq2S0yod2I,2016-03-24
id09053,O2hKBJqhehs,2017-01-27
id09053,YmVSoLblPYg,1800-01-01
id09053,eOqwK9Ok5fY,2016-01-21
id09053,yk3EHJhLavI,2014-07-29
id09053,v-ynf5SQd-8,2016-02-22
id09053,PzkI7RHaEZM,2017-01-19
id09053,JynzzCYmW_Y,2017-04-19
id09053,HsRbe1dayj8,2016-03-24
id09053,l0I1um8TfX0,2016-05-27
id09053,XMSfUxmY8DU,2013-08-09
id09053,6baCAGutGFg,2012-05-28
id09053,bLWAf8squUM,2016-02-07
id09053,2U4bwb-XS_Y,2017-01-27
id09053,AFLyrNu4Pk0,2016-01-21
id09053,Se3cA7Bbyc0,2016-03-16
id09053,GGxsHx-2gog,2013-11-25
id09053,MtRfoQSIHy0,2016-01-07
id09053,P7RsTGDnNIE,2013-08-09
id09053,aMoyo2ZUHIY,2016-06-30
id09053,F_tO30DvT2I,2016-03-30
id09053,dqeCzeutolY,2016-03-13
id09053,DoHiS_ZogXM,2016-03-01
id09053,eMMtckgbBDk,2016-03-04
id09053,MCcvoO-p2Uk,2017-01-03
id09053,8JoT5TJ6uaM,2013-05-11
id09053,szcAILd8r0E,2016-10-28
id09171,BotmgJzR-O8,2015-11-22
id09171,pKFhjssJNKE,2013-03-20
id09171,OOlL48Mgklk,2016-03-23
id09171,WZAqgzh41gA,2013-12-09
id09171,54GfARAsJQQ,2013-04-24
id09171,lPSHDXnH6Yw,2015-01-16
id09171,GZFIw5fLtaI,2012-06-09
id09171,VobJGb4r1nA,2013-07-23
id09171,H4R8cCY5VbU,2015-05-01
id09171,JkbyFd8zzlE,2016-12-20
id09171,tNNs-iOL0gk,2012-10-29
id09171,HqtIuEOzcH4,2013-10-21
id09171,47BORAK4jYA,2010-11-23
id09171,gZZeaXjR_08,2013-10-15
id09171,9_fnDz-YpGc,2015-07-28
id09171,B-JRLp6chC0,2013-07-17
id09171,RTJOaXzMuP8,2015-01-16
id09171,QRkQIeC1Qpo,2013-10-21
id09171,1CDQIZh6mCA,2013-04-30
id09171,RVzKnq_WQQM,1800-01-01
id09171,P9A6WcNarME,2015-01-28
id09171,Vqsgb2c0l94,2012-05-21
id09171,yoZNz9b52ik,2013-05-14
id09171,QmS7EQtFc4s,2017-05-08
id09171,gLzvDi_J-gQ,2015-04-18
id09171,iGFdYfT2sZ8,2016-07-24
id09171,lhQ6pkMJvL0,2015-06-09
id09171,Ulh6vilD0rc,1800-01-01
id09171,bl1btdArsgU,2013-05-22
id09171,aLcTb_JECEU,1800-01-01
id09171,Si30ikaUQcA,1800-01-01
id09171,rl3JUsZQ-Ng,2014-06-02
id09171,xKfXs-7QfdA,2015-05-08
id09171,hYA0Shto0hk,2015-03-23
id09171,J0LOjFZEzHs,2015-01-06
id09171,MWsO3D8uCMo,2014-06-26
id09171,OCWVcHsLQxc,2013-10-19
id09171,zAO7BK8nzKA,2016-07-24
id09171,Pi4etPfDSgs,1800-01-01
id09171,LZXOx1SOh_U,2013-05-08
id09171,_cEJ3aTyvl0,2014-11-17
id09171,ckBBsRjrAtk,2016-03-09
id09171,XzYsL7sGnK8,2016-03-17
id09171,MVDpo1bR8VA,1800-01-01
id09171,VizZLBh2bVI,2016-12-28
id09171,fvh7tOnbqhM,2016-03-31
id09171,0-MfSypY8bU,2016-02-09
id09171,9Nc9M_5GdNo,2016-09-15
id09171,1fxsAEAVIF8,2013-10-08
id09171,PGkOitZOSR8,1800-01-01
id09171,3KIQLMX22lA,2012-09-29
id09171,RITG2bjusQA,2017-03-25
id09171,wl5i1XWhYug,2013-12-09
id09171,nGwYQULHsqk,2014-02-16
id09171,0gQCmlesZwE,2015-11-09
id09171,wRUp_87uVGA,2015-01-28
id09171,mOCoBmkjJNI,1800-01-01
id09171,4TcInzUCrQk,2017-02-07
id09171,HIznJrGtibM,2013-11-25
id09171,kVZnwDXimD0,2012-07-22
id09171,tqW5Gifx9Oc,1800-01-01
id09171,GjqVaYUgJpU,2013-10-22
id09171,nPo7L4GfLFg,2011-04-18
id09171,fkzJz-xpdQU,2013-05-07
id09171,IGScO-Zk9V4,2016-12-13
id09171,k2m0Swo1S5A,2015-12-21
id09112,vlyPKei0ICc,2015-01-31
id09112,0SqrEnEwQtk,2014-04-17
id09112,l-NeEvAyUSg,2015-06-10
id09112,wYCUaMOSP68,2013-11-01
id09112,B6Cmzi1oEEE,2012-02-21
id09112,JmAKHoQErsM,2015-07-22
id09112,cH6rsIOoD-s,2013-11-01
id09112,LWq3G3MresM,2016-12-10
id09112,oFhWPmQ1M3Q,2016-06-10
id09112,n0L3g5OGsmA,2014-03-15
id09112,_5yYHvTde1A,1800-01-01
id09112,059fKzMpSNc,2014-03-13
id08756,Rj31Qg_WzZE,2016-10-15
id08756,XEbL0lPCWRY,2014-03-27
id08756,7nJYHh5Ti58,1800-01-01
id08756,BiwhKIEbJPQ,1800-01-01
id08756,Kf7TK5_THBs,2016-01-25
id08756,VhGg_pzbjmE,1800-01-01
id08756,eHwPldNkpsA,1800-01-01
id08756,tp3DNgIP4mc,2012-10-02
id08756,mL8KIkb6IWU,2016-10-15
id08756,DRliNkT6HXk,2016-11-25
id08756,Tp-W3Al0elQ,1800-01-01
id08756,kEERgY0VfY0,1800-01-01
id08756,mVCJXhRuwpE,2016-11-26
id08756,oXaWBxQQ3QM,2014-03-07
id08756,BhXfm9BpaBc,1800-01-01
id08756,zYrcjj5SpY4,2016-02-15
id08756,IMI38-Ct8KU,1800-01-01
id08756,p9FSvK2CJAQ,2016-02-13
id08756,rRBTeh48Lac,2014-11-03
id08756,P9gigPIzOHo,1800-01-01
id08756,FuB8nSvtfEg,1800-01-01
id08756,oKYUGLWop60,2015-06-26
id08756,jc5Xdrj-wcw,2016-11-12
id08756,MA-RBfMRwzQ,2015-07-09
id08756,Q92hFw8CP-o,2012-10-02
id08756,MbIuEndxzOM,1800-01-01
id08756,VD6u4CvoMmg,2015-10-03
id08570,upZcXQanCRk,1800-01-01
id08570,HYknqQgRqO8,2016-02-25
id08570,cTSMUQo21dI,2015-12-23
id08570,Nz65a-q7el8,2017-01-12
id08570,6DZqQ29Q5kE,2011-02-17
id08570,qgR7PAVQgbY,1800-01-01
id08570,2jPikQbOoXs,2016-10-27
id08570,anWogDwLMt0,2016-01-06
id08570,GJzuxplHcw4,2016-02-17
id08570,lUN1WgnNBso,2013-02-14
id08570,N6HwIlh2-Kg,2015-11-22
id08570,4rcb7AYfiaA,2016-10-24
id08570,helGytce3ZI,2014-10-07
id08570,kope5yIoUEY,1800-01-01
id08570,gRG5L6bgJj8,1800-01-01
id08570,aYpkNeQYwBo,2016-09-20
id08570,0hVAfld3wPI,2011-12-14
id08570,Nq3IEMHTEnI,1800-01-01
id08570,zeOudYH2mdY,2015-02-04
id08570,di0fzCWs3Do,2011-11-15
id08917,6_Vp4u8b_-I,2017-02-27
id08917,7OiILYMMWTA,2016-09-19
id08917,vfxZiSoma4o,1800-01-01
id08917,SoQVzWGO80o,1800-01-01
id08917,riblU0V2HB0,2017-01-17
id08917,yuGAA6KEAWQ,2017-01-09
id08917,iaV7er9uNJk,2017-02-17
id08917,qqc442jb8B8,2016-02-10
id08917,nRV3KJdNs3w,2015-02-02
id08917,MNsM86JkeiU,2016-11-29
id08917,rCRH_3ZI3JU,2016-11-29
id08917,kdusRydaCns,1800-01-01
id08917,988O-3RqpCA,2015-02-02
id08917,v06aUYPAwLM,2016-08-05
id08917,8vSjKcbeK2Y,2017-02-08
id08917,jrunFshuRE0,2016-12-22
id08917,E3dbzz58o34,2015-09-24
id08917,u2k8Tx9RKuY,2016-08-21
id08917,xbo9GVmv87Y,2017-04-03
id08917,fb7xsdtiFNQ,2017-02-07
id08917,1GktRQ5jPLk,1800-01-01
id08917,f5rBfl0_HTM,2016-12-23
id08917,UDNJRnh7o_M,2016-12-17
id08917,ECryBVVh-i4,2015-06-08
id08917,ThcikPb7X74,2016-12-20
id08917,6rN2e58-xoU,2017-01-17
id08917,t7qZfkHkCQg,2012-09-25
id08917,lCVdfNT5MbE,2016-12-21
id08917,5myd0ODMeZw,2016-08-02
id08917,yr4LFlT4lH4,2017-02-17
id08917,6fy2AQXFg10,2017-01-29
id08917,RpEzSIXd1dY,2017-02-16
id08917,2H-16Sdhu5o,2016-12-20
id08917,a-f4DDnGSBc,2017-02-01
id08917,ajLc47gfoLU,2016-07-31
id08917,yHSnKBg84dk,2016-12-21
id08917,SbrpKeCUkTg,2012-01-31
id08917,IvNHvdDUlQ0,2017-04-26
id08917,y5y-r4k_z7w,2010-04-16
id08917,fAOyEZHjK8g,2017-04-20
id08917,f2UFa-9kLy8,2010-06-03
id08917,dzuY3Pu9g1A,2008-12-23
id08917,H4h08beIT0U,2013-06-24
id08917,kOOS77gowlg,2012-01-23
id08917,7C24TM0fuJM,2017-02-27
id08917,7d-Xe281tlE,2015-11-12
id08917,pI1_Xn98hVE,2017-02-13
id08917,6v3Sp4a8go8,2014-04-09
id08917,6iH20PvsvVc,2017-05-11
id08917,GXZRFqMuKJ0,2017-01-23
id08917,tbZHkM1KMBo,2014-11-04
id08917,JZwxGIWP8sg,1800-01-01
id08917,maxrpiA2dnM,1800-01-01
id08917,2W2pBSjgsXE,2017-02-12
id08917,6_k4j3G2Ccs,2017-02-10
id08917,ImkE8Zms4A8,2017-03-05
id08917,D8vHBp1WUec,2016-10-24
id08917,mzGewI9MZD4,2016-08-01
id08917,jNJ3XthDtp8,2017-01-02
id08917,0HhXrarrCsI,2015-03-31
id08917,N-38b5QrijY,2014-11-07
id08917,NaWbfpoYNeQ,1800-01-01
id08917,CcVueht2SRo,1800-01-01
id08917,bTedI6oKMsk,2016-07-23
id08917,gPhcWPzX0D4,2017-01-29
id09099,XL7RhYIeu14,2014-12-29
id09099,MIE8jJm7xps,1800-01-01
id09099,crfHzmMck6s,1800-01-01
id09099,EJcyH6pqco0,1800-01-01
id09099,7Tldl8C_7wc,1800-01-01
id09099,s_pHExHca3U,1800-01-01
id09099,ZfjiXFmsQl4,1800-01-01
id09099,IOnHpAyjJHQ,1800-01-01
id08652,ASCjH7KQ2YA,2008-02-10
id08652,3WdmNBOfuqk,2008-01-11
id08652,wdyCmyRdCJI,2010-05-06
id08652,kuBVfsnDxBc,2013-05-08
id08652,iYRlCylXYaI,2012-08-08
id08652,4GJdBUMmyLo,2013-08-24
id08652,GRWL4phYrq8,2013-09-01
id08652,eq7qNtZRzNQ,2012-08-08
id08652,irSY5l3BecU,2007-12-07
id08652,gugEXZMLqlU,2013-08-19
id08652,35NEboPMu0I,1800-01-01
id08652,BSm8g7ILIos,2012-08-08
id08652,ZKs0TwxW0F8,2013-11-11
id08652,2NiUXnih7Qw,2013-04-18
id08647,oKwURZMUmJ0,2010-08-26
id08647,apJKh-ai8GM,2016-04-05
id08647,dzFbnoCSlL0,2011-09-12
id08647,FiB0mF4bc4s,2013-06-13
id08647,V3qdY8t6yGY,2015-01-24
id08647,CgabYk3vzjs,2016-02-25
id08647,r6pS2wnI7Kk,2011-09-12
id08647,u5s1tULox0k,2014-05-30
id08647,pHSo6XHYr7g,2012-03-09
id08647,1YDHxzbB1CY,2016-05-25
id08647,gPYIIvqTn7c,2016-03-30
id08647,0b51qZHD-tQ,2012-08-29
id08647,SeBhEay56ws,2014-07-18
id08647,yeMgNKzzZT4,2013-02-26
id08647,F7iU62yk3Lw,2016-02-29
id08647,HuIx_1AgWbE,2012-10-30
id08647,owz1TTx0rjU,2015-01-21
id08647,lZ2SrXlbrUg,2011-11-28
id08647,oWgCvAqpI40,2016-04-12
id08647,NorxHFJSHV0,2016-03-03
id08647,ZXm5n3PoJvM,2015-07-03
id08647,Zlmtah5SHVc,2017-05-02
id08647,PrO_dTGSjXc,2012-12-20
id08647,JL4tidLvOQc,2010-03-15
id08647,nTwLscOjkTM,2015-06-25
id08647,JmcrGU4R0qE,2014-07-21
id08647,sGGEjvlO-00,2016-06-17
id08647,s2ZdQr98I0A,2013-04-30
id08647,nEyWX8oMPoE,2015-11-18
id08647,IMtEmrXEco4,2014-08-27
id08647,AdyplG1HkwQ,2015-07-30
id08647,e2jxiLb5ndM,2015-01-25
id08647,74wP_ULL8Bw,2012-10-30
id08647,jWFoPCafM-M,2016-07-12
id08647,Qm_hET68qU0,2016-05-25
id08647,2NeILeD-wBw,2014-08-12
id09217,Wq5JZJxKOQE,2016-03-18
id09217,DzpH_s0z2ok,1800-01-01
id09217,anWksBXH8ng,2016-01-06
id09217,_DMwY4805bM,2009-09-17
id09217,_Z2eDNhbnQo,2017-02-24
id09217,x7Dz7IDFwy8,2017-01-12
id09217,d0OcTeIvDr0,2012-02-07
id08629,LcVDbU55dmk,2014-08-15
id08629,hOI-60hjtv8,2014-11-18
id08629,S_WNhAm2mXo,2012-05-30
id08629,LHNtf_kQ1Og,2013-01-02
id08629,hbiCOr0NPYA,2014-05-15
id08629,mEcXaNDhjgg,2015-11-07
id08629,WmcmZu95HI8,2014-12-13
id08629,YkWDw2635OI,2012-10-21
id08629,XJ9QqNwrEuw,2015-02-04
id08629,ffD3GdMSvZc,2013-03-29
id08629,u0anfHrqnhM,2014-02-27
id08629,j9ItVj4HE7A,2006-09-03
id08629,diFTGTsPeQU,2015-03-05
id08629,X1XUnKvnjdg,2014-08-08
id08629,Xx0k8Ms9Dyg,2012-11-12
id08629,YuEjbPHQN9s,2015-02-04
id08629,o3MGT05HYkc,2011-07-12
id08629,E2hW6mCaA2k,2017-04-27
id08629,7VeGa9POWUU,2011-01-02
id08629,yvu9YLSIjtY,2014-10-04
id08629,dKw00PPH3eU,2014-09-04
id08629,QNVUINJVI1A,2010-09-21
id08629,Ib3pVs_7XZY,2015-08-10
id08629,RJquCpXWWsk,2014-03-31
id08629,OsG0KX-D-Rs,2016-09-10
id08629,vnuqMB6NiBw,2016-03-05
id08629,vRqmDYG8GLI,2014-02-06
id08629,kMWmnDxBFRs,2015-02-04
id08629,SD6PoXnelIU,2013-08-12
id08629,5xmPOiXwmuY,2014-08-17
id08629,AjVIXnj7_Qw,2015-03-23
id08629,4Y9tOJ6PABk,2013-03-01
id08629,DUCo4KQOJcM,2006-09-18
id08629,fo61DGim3qo,2011-07-11
id08629,7E5JMJtfBW8,2014-03-27
id08629,m7zANqM_NDQ,2015-04-02
id08629,lEeP_PrUBgM,2013-08-19
id08629,qCY6lHe33ig,2014-08-11
id08933,t8RrXg0nnIY,1800-01-01
id08933,rw3srb6uPTY,2016-08-01
id08933,Slt3S1VE9RI,2014-04-30
id08933,HOdf4pOGfBo,2013-11-08
id08933,1fES-QELIqY,2014-05-31
id08933,7QKTZ_Q8ogI,2013-10-18
id08933,amYCpfHsZzo,1800-01-01
id08933,c25sV0_JZpY,2014-04-27
id08933,2NxgHMNRThA,2013-02-01
id08933,rO8B6bKZ6u0,2016-07-26
id08933,WQyJo29S3Nk,2016-06-12
id08933,6DDOfMGXNPM,2013-11-08
id08933,L8CceacklK8,2013-11-06
id08933,mGgS2a8f1Ko,2016-03-16
id08933,1RIKBXXKggw,2010-04-09
id08933,tEol9vVFkn4,2009-08-24
id08933,8I3kgmpE5zY,2012-07-28
id08933,Z9JUYidGQPQ,2012-07-07
id08933,W8HfPDRHXnw,2014-05-26
id08933,m_Rf5FsR9-Q,2017-02-03
id08933,yVNshAlJfUo,2013-11-06
id08933,89RuIEuhlb8,2015-06-22
id08933,PTCXwPMoVjo,2013-10-30
id08933,GKZJK4bx_kk,2016-03-12
id08933,uqX-WkPzyqI,2013-09-23
id08933,qOYG5End5BY,2013-11-05
id08933,hOSrcjbSOvA,2017-04-11
id08933,SnIV_Ja49rk,2013-11-23
id08933,JBtTvDjjZGM,2015-11-09
id08933,iU1WvJa8LCg,2013-11-11
id08933,Wexoe3L7yEI,2013-02-09
id08933,5zyBRP4EaSI,2012-07-31
id08933,mjc6x0Oeylk,2013-09-11
id08933,d70awRuMQ8s,1800-01-01
id08933,VvYmgi0ezCc,1800-01-01
id08933,aepV97O1D_Y,2012-08-14
id08933,E4wYyyC0beQ,2012-07-26
id08933,diKs3x08_v0,2016-10-21
id08933,OEADXdo7MuI,2012-08-08
id08933,DMXZFbCvsiU,2015-06-15
id08933,0oX99pukbrQ,2017-04-08
id08933,EYPLhyJLTIA,2012-10-08
id08933,Vfrq3LlFJFg,2013-11-06
id08933,8TpKNAEKHbo,1800-01-01
id08933,M-Af4baLogw,2013-11-05
id08933,ErLfC_FI29Q,2016-04-30
id09110,vr43QpSaxn0,2010-11-23
id09110,2iZAoIvtC14,1800-01-01
id09110,GCRPZ4wJHOg,2016-11-29
id09110,UFx1BPcOpgw,2016-06-07
id09110,F3H2HG343a0,2016-03-16
id09110,wUFdsCwXO-A,1800-01-01
id09110,5X37_VBMOWY,2011-08-09
id09110,if-1O9E6tXY,2014-10-28
id08853,PiMocdApMJ8,2013-06-21
id08853,JmTedF61-5E,2014-11-14
id08853,FFsIR6_Lm-M,2012-11-28
id08853,oQblFo9l898,2012-01-23
id08853,6QqXu3fq1sI,2016-07-11
id08853,lBbdqvUgk-o,2016-03-09
id08853,ldHsxL3hczA,2016-07-12
id08853,HbK2tWboQhw,2016-04-07
id08853,7rRcrD_-8RA,2014-11-17
id08853,Ju7uukIKatI,2016-04-13
id08853,b-i71jUSdos,2016-08-09
id08853,VmyIesMRFgQ,2016-07-11
id08853,ImOk0SyQhtM,2013-08-28
id08853,v4hvLdCDPJA,2014-01-13
id08853,j9J-szA1rtc,1800-01-01
id08853,5v-p3Q0g0dk,2016-02-18
id08853,j6KF9DepGNM,2016-08-12
id08853,J3B5NUV5CZw,2014-06-24
id08853,SMtspNE6zJE,2013-11-04
id08853,AP9svJgnLQs,2012-06-04
id08853,73bqIlEpN0c,1800-01-01
id08853,cxwtFMf42Wk,2016-05-11
id08853,9Uo_RcmwV4o,2013-05-22
id08853,lHJYyMbfDzA,2017-01-20
id08853,Zp__rl0RKmQ,1800-01-01
id08853,X8faAsO9CQQ,2012-11-28
id08853,HcMSRQf0SDU,2016-04-15
id08913,R4RBGFAy-AQ,1800-01-01
id08913,edlC0F7HR8g,2014-02-18
id08913,bToy2vgVSWw,2014-12-29
id08913,ib41FJsYWIA,2011-03-22
id08913,ph3mS7P43W4,2011-03-20
id08913,vH7JCHLb6_0,2015-04-30
id08913,zxjcNJp2TyQ,2011-03-20
id08913,usl4WH85X2c,1800-01-01
id08913,z2wG3t4whwI,2014-10-07
id08913,Tu2oBCrTSWk,2011-03-20
id08870,utmW7sR51o8,2014-05-06
id08870,w6-6QULkPsU,2016-03-28
id08870,wCxCLo5YpUM,2014-06-23
id08870,upBvz57oTZg,2014-06-19
id08870,cnC4mjgWpW8,2014-11-15
id08870,yab84PBcnuE,2013-01-20
id08870,wa6zzEYtSZM,2012-03-26
id08870,O9rZGdQs6Ic,2015-02-16
id08870,WcvwKzJO6uA,2014-06-23
id08870,3XpSEoxEe38,2014-06-19
id08870,_K0GkOXR5wQ,2014-05-19
id08870,RyzxIgw3NHQ,2012-07-08
id08870,876ot0NlEJo,2016-03-28
id08870,7J341E1gwP4,2014-06-23
id08870,1tUvQdaFH2k,2014-05-17
id08870,X-Dbc8Rc7lQ,1800-01-01
id08870,q4_1BaeUIoM,1800-01-01
id08870,u-6MoWmZzeU,2012-02-25
id08870,_62vf-iMaVM,2014-06-19
id08870,RYlMT7jb4CI,2015-02-27
id08870,jYK3WACYWoQ,2015-02-27
id08870,1em5hiOhS2g,1800-01-01
id08870,iKQ5nCUW6t4,2016-04-01
id08870,H0KYjC5aOtg,2013-01-21
id08870,_Sqk7LXKkKo,2011-04-07
id08667,stbO8P1VUqg,2014-03-04
id08667,dh81Cminfdo,1800-01-01
id08667,wZ3Pp8XMKeQ,1800-01-01
id08667,Ky0jgfBACzM,2014-01-09
id08667,sYsl3yDWIk4,2016-08-17
id08667,cmb4PTcnw7I,2014-03-24
id08667,jXkurQdY9M0,2014-04-24
id08554,fnoH8KJ3_Ns,2012-10-18
id08554,juSlDJnqU0s,2007-11-16
id08554,sA0a2QyI2iw,2014-09-18
id08554,UePM91zzJww,1800-01-01
id08554,1SkbAWpNoRA,2011-09-26
id08554,tuGrf9sF7rU,2016-01-27
id08554,9wr0X0ukAf8,1800-01-01
id08554,8CV68J9ZWOo,2015-02-09
id08554,YFSKnt9BH_k,2017-04-06
id08554,G8ZNtF5JLXQ,2014-12-05
id08554,4UDAJmPm_RI,2012-10-17
id08554,NopkcGvA9PM,2013-09-25
id08674,NmU8AP71meE,2016-05-14
id08674,eSDXhaDxVrk,2016-11-27
id08674,VEncAodEd_A,2016-06-14
id08674,6OYA-twJ0I0,1800-01-01
id08674,VE1cdpwDMoQ,2016-05-21
id08674,VxFlxkoR6qA,2013-02-04
id08674,4p_rp4JD-WY,1800-01-01
id08674,7iMKTPHCpUg,2017-04-30
id08674,gIoKjy9C1iU,2014-05-24
id08674,oqyUlBA2n_k,1800-01-01
id08674,E1OFADVCxDA,2016-01-08
id08674,y_7qP_7Hwrw,2017-02-28
id08674,wr--Mw6KDiE,1800-01-01
id08674,HwkRZ20tq4E,1800-01-01
id08674,YkEotpR7fN0,1800-01-01
id08674,Ws2lIgVTVXg,2015-03-11
id08674,0SoAFK6INpo,1800-01-01
id08674,4H-pzqG03Kg,1800-01-01
id08674,irJPjygYwBE,1800-01-01
id08674,uhwolhnZL5k,2016-03-14
id08674,FZ9sb-NB3Pw,2017-01-13
id08674,J0CSoi2PuIc,1800-01-01
id08674,lB3y0B0tNEg,2015-09-22
id08674,hqoTAFS3UB4,2016-05-14
id08674,mEpBplS3Lok,1800-01-01
id08674,V9mUhNq3qc8,1800-01-01
id08674,tLEL-C-QPzE,2016-03-01
id08674,u5NNiVo4OqQ,2015-12-06
id08674,2lyT_vhrsdM,2016-10-05
id08674,jFPqdsnidTM,1800-01-01
id08674,ovU7BWNiDhQ,2015-04-12
id08674,YU5pXzHJN-A,1800-01-01
id08674,0UQiHJtYDCw,2016-07-04
id08674,_JAOiNWifqs,1800-01-01
id08674,aVODXIRU0h0,2014-10-23
id08674,_7Gs1eYDZjo,2016-12-14
id08674,3h9E-Rxi8W0,1800-01-01
id08674,xq7H0jV1GAE,2013-05-08
id08674,Ljxo_A-O_I4,2016-06-12
id08674,4WGRnbTuiB8,2015-11-23
id08674,qN7TFymqKBI,2017-02-08
id08674,jvdfGOtoJwE,1800-01-01
id08674,4BnrSeOS_Yg,2014-08-25
id08674,yNxJ3C8uKA0,2017-02-28
id08674,7WEPF_R_veM,1800-01-01
id08674,qSp62dxDFCw,1800-01-01
id08674,VE6Iu3oTZeg,2016-11-12
id08674,y_671RcMbbI,1800-01-01
id08674,paf95WC4AAs,2016-05-18
id08674,ovdeCNmSKYA,1800-01-01
id08674,2Fryv_1vI-o,1800-01-01
id08674,zx51wyhVXUQ,1800-01-01
id08723,zJ-iEjHoO5Q,2010-08-12
id08723,Gc-QJqWcpTI,2011-12-08
id08723,itK7SUwQ-Po,2012-11-18
id08723,AUPJTE2Rtqw,2016-02-17
id08723,32p1X8biBtA,2016-08-25
id08723,3LBJqq0vNTI,2016-01-27
id08723,XLS54lyMUW4,2015-02-18
id08723,EsB465Iw8Og,2013-04-05
id08723,ZYfHpt-mtSk,2009-08-19
id08723,y4IwYcW8eL0,2012-02-04
id08723,WckkOsIeJrY,2014-12-05
id08723,xOn4Dv5R1Rk,2014-12-05
id08723,Ryu9tfKg0T4,1800-01-01
id08723,b-hJjeFymJ8,1800-01-01
id08723,79neAErYepk,1800-01-01
id08723,n1zIudjQyb0,2013-04-11
id08723,zMdqReWhvis,1800-01-01
id08723,3UydeWLExUo,2009-06-09
id08723,KlgPDeg9dw8,2013-01-04
id08723,xYyguwBQdPU,2017-03-23
id08723,us1UV27t0TA,2008-10-27
id08723,ff6Ns6QKRgI,2015-11-23
id08723,6OG0yLaitDY,2014-03-01
id08723,bRQnJGBNN30,2016-12-05
id08723,Z4Fa-f6viDM,2008-09-05
id08723,u8Jrp5IZOYk,2016-02-25
id08723,1XFFQNX4vRY,2015-02-23
id08723,Wq7zr3M0lSc,1800-01-01
id08723,7MbZAesYYcw,2012-06-28
id08723,R5ixJuZk3rw,2013-06-20
id08723,7lmCfT4r13Q,2015-02-23
id08723,saqaMolVjuY,2011-10-03
id08723,BFIYlA3Pgpg,2011-08-30
id08723,LEQd5ARH5G0,2016-01-27
id08723,znVPiKK6yX4,2011-03-12
id08723,E8qIRLBzng0,2015-02-27
id08723,FodyZObtpxo,2010-08-19
id08723,m34FotmzSZw,2013-01-24
id08723,sK5wRvSTQqI,2016-01-28
id08723,pxeYoO5jt0w,2013-04-09
id08723,Vgiwz4ctaIk,1800-01-01
id08723,wqOEkuXLOj8,1800-01-01
id08723,sVhH9gXvEWg,1800-01-01
id08723,dXfQ25TJiGw,1800-01-01
id08711,FWH3LGZQhuA,2014-11-06
id08711,o2WD2Mejtvw,2010-03-17
id08711,tUZ1yRdbhMY,2011-02-23
id08711,8v59gCQwSDA,2015-10-30
id08711,cNc_QNFN6I8,2017-02-15
id08711,RRGRtIB_4hk,2011-05-17
id08711,Du9sCbujLKo,2013-01-12
id08711,nwn_LswyyHg,2007-07-16
id08711,um6z0JSeZ4E,2016-09-22
id08711,MnCtW7hY2PE,2015-08-18
id08711,cMWcu6AOWnA,2015-06-25
id08711,_MexxvgQ_P4,2011-06-07
id08711,QN6IYqzz_T4,2007-12-24
id08711,0iapTYa53ew,2014-04-11
id08711,afioBvgSuBg,2009-11-10
id08711,L9GdhbLGcX8,1800-01-01
id08711,pdNtiYTIrWM,2011-06-07
id08711,aqGuWaqBPeE,1800-01-01
id08711,fclKkz3TN3s,2013-05-09
id08711,4LpRWi1Q888,2010-02-25
id08711,7--d9-k8BjE,2013-12-05
id08711,2oHnJVURKkI,2014-06-23
id08711,TSu-00sEJAo,2011-06-07
id08711,joU3LEMUpIY,2010-05-13
id08711,Qx-8GEUGdKc,2011-06-07
id08711,At2NH_A42PU,2015-10-15
id08595,ZWtqc6l41tw,2011-09-25
id08595,8JQZgqN4U-4,2011-09-15
id08595,G-1XTTGBQBI,2010-11-01
id08595,72jjbTbYbOU,2009-03-16
